service_at_location_id,organization_id,service_id,location_id,organization_name,service_name,location_name,organization_description,service_description,address_street,city,county,state,postal_code,latitude,longitude,taxonomy_codes,taxonomy_terms,data_owner,status,application_process
inlandempi-80290981,inlandempi-80290889,inlandempi-80290940,inlandempi-80290972,San Diego Brain Injury Foundation,Brain Injury Resources,San Diego Brain Injury Foundation,Non-profit organization serves brain injury survivors,"Provides resources, case management, vocational support services, and peer support for brain injury survivors.",,San Diego,San Diego,CA,92106,32.72455,-117.2292,"PN-8100.3000, ND-9000, PH-1000, PH-1400.5000-650","Health/Disability Related Support Groups, Vocational Rehabilitation, Case/Care Management, Peer Role Model Programs",inlandempireunitedway,,Eligibility screening required for case management programCall or email for more information
inlandempi-7432172,inlandempi-7422568,inlandempi-7427240,inlandempi-7424874,United States Environmental Protection,Lead Poisoning Prevention,United States Environmental Protection,Protects Americans from significant risks to human health and the environment,"Oversees the childhood lead poisoning prevention.  This includes lead disclosure in property transfers, the renovation, repair and painting, lead training and certification, and lead outreach to the public.","880 Front Street, Suite 3210",San Diego,San Diego,CA,92101,32.71432,-117.1647,"LF-4900.4500, JP-6500.1900-450","Lead Poisoning Screening, Lead Information",inlandempireunitedway,,Application required
inlandempi-93681415,inlandempi-24225618,inlandempi-24225868,inlandempi-93681414,Immigration Center For Women And Children,Immigration Legal Services,Immigration Center For Women And Children - San Diego,"Free immigration services to women and children who are abused, abandoned, neglected and victims of domestic violence, sexual assault or other violent crimes","Assistance with form completion, filings with USCIS, representation at Asylum interviews, U Visas, T Visas, representation before the Immigration Court and before the Board of Immigration Appeals.","600 B Street, Suite 2040",San Diego,San Diego,CA,92101,32.7181,-117.1587,"FT-3600.3300, FT-3600.6250-140, TJ-3200.4500, FT-3600.6250-920, FT-3500.1500","Immigrant Visa Application Filing Assistance, Criminal Victim/Informant Visas, Legal Information Services, Visas for Victims of Human Trafficking, Citizenship and Immigration Services Offices",inlandempireunitedway,,Appointment required
211minneap-96372676,211minneap-36845937,211minneap-36877221,211minneap-36860297,Privacy Rights Clearinghouse,Privacy Rights Education,Virtual Site,"<p>Nonprofit consumer information and advocacy center for personal privacy. Mission is to engage, educate, and empower individuals to protect their privacy.</p>","<p>Offers a hotline for consumers to report privacy abuses and request information on ways to protect their privacy. Covers the following topics:<br /><br />- Provides a range of topics on communications, education, employment background checks, financial, health, personal, privacy issues, security, technology and it's impact on privacy including several fact sheets and alerts concerning Identity Theft, prevention, and recourse<br /><br />- Learn more about issues concerning credit reports, data breaches, data brokers, debt collection, and many other privacy concerns</p>",,San Diego,San Diego,CA,92103,32.74512,-117.162,"FN-1500.2570, TJ-4500.3000, TD-1600.6700, FN-1700.3200","Identity Theft Prevention, Information Clearinghouses, Privacy Rights Groups, Identity Theft Reporting/Recovery Programs",211minneapolis,,Call; visit website to file a complaint
211kansasc-95271-35957,211kansasc-35956,211kansasc-95271,211kansasc-35957,Psycharmor Institute,Psycharmor Institute (CONTINUING EDUCATION),Psycharmor Institute,"PsychArmor Institute is a national nonprofit that provides free, online education and support to all Americans who work with, live with, or care for Service members, Veterans, and their families. PsychArmor recruits nationally recognized subject matter experts to create and deliver online courses on relevant issues related to Veterans and their families. Services include Continuing Education and Specialized Information and Referral.","Provides free, self-paced online courses are delivered within nine topic areas about issues relevant to the military and Veteran communities.","6215 Ferris Square, Suite 205",San Diego,San Diego,CA,92121,32.89111,-117.1832,HH-0500.1600,Continuing Education,211kansascity,,Visit website at www.psycharmor.org/register/ To Register
211onedegr-1110_211onedegr-14066,211onedegr-370,211onedegr-1110,211onedegr-14066,Money Management International,Participate In A Bankruptcy Pre-Discharge Education Program,San Diego Branch,"Money Management International provides financial counseling and advice including how to save money, creating a budget, repaying loans, and avoiding foreclosures.","Money Management International's pre-discharge education program covers a variety of financial and budgeting topics, including money management, credit use, setting financial goals, and crafting a budget.","3111 Camino Del Rio North, #400",San Diego,,CA,92108,32.77472,-117.1273,DM-6500,Personal Financial Counseling,211onedegree,,Visit the link to begin a pre-discharge education course.
211orlando-332024,211orlando-70181,211orlando-42616,211orlando-70182,Lennox Gastaut Syndrome Foundation Lsg,Lennox Gastaut Syndrome,Lennox Gastaut Syndrome Foundation Lsg,"Non-profit organization dedicated to improving the lives of individuals impacted by LGS through advancing research, awareness, education, and family support.","Program provides health related information, education, materials and support groups.","6030 Santo Road, Suite 1, Unit 420878",San Diego,San Diego,CA,92142,32.84048,-117.098,"PN-8100.3000, LH-2700.1700","Health/Disability Related Support Groups, Disease/Disability Information",211orlando,,Visit website for information
211kansasc-104123-38449,211kansasc-38448,211kansasc-104123,211kansasc-38449,Identity Theft Resource Center,Identity Theft Resource Center (IDENTITY THEFT PREVENTION),Identity Theft Resource Center,"Provides identity theft case mitigation at no charge and consumer education. Services include Identity Theft Prevention and Identity Theft Reporting/Recovery Programs.

ALSO KNOWN AS

ITRC",Identity theft prevention information and education for consumers.,"3625 Ruffin Road, Suite 204",San Diego,San Diego,CA,92123,32.80944,-117.1185,FN-1500.2570,Identity Theft Prevention,211kansascity,,Call or Visit Website at www.idtheftcenter.org For Service
211fargo-64580888,211fargo-10640852,211fargo-64580888,211fargo-64580888,Identity Theft Resource Center,Itrc,Itrc,"Mission is to support victims of identity theft in resolving their cases, and to broaden public education and awareness in the understanding of identity theft, data breaches, cyber security, scams/fraud and privacy issues.","Services Include: Conducts training and presentations on best practices and risk reduction for both businesses and consumers. Provides toll-free, no-cost case mitigation and consumer education to approximately 10,000 victims and consumers annually.   Maintains a multi-year data breach report extending back to 2005.   Provide best-in-class victim assistance at no charge to consumers throughout the United States. Educate consumers, corporations, government agencies, and other organizations on best practices for fraud and identity theft detection, reduction and mitigation. Serve as a relevant national resource on consumer issues related to cyber security, data breaches, social media, fraud, scams and other issues. Maintains and updates more than 1,000 written documents, articles and videos in order to provide victim assistance and education on identity theft and financial fraud. Conducts research and surveys in collaboration with partners and sponsors resulting in white papers, fact sheets, and solutions to educate consumers and businesses.",,El Cajon,San Diego,CA,92019-4492,32.776012,-116.880634,"FN-1700.3200, FN-1500.2570","Identity Theft Reporting/Recovery Programs, Identity Theft Prevention",211fargo,,"Email, Online Chat, Telephone"
211chico-53230,211chico-14891,211chico-10438,211chico-14892,Kick It Ca,The Center For Tobacco Cessation,Kick It Ca,"Statewide organization offering free telephone counseling, self-help materials, and a texting program in six languages to help you quit smoking.","Offers free trainings, webinars, and classes on the topics of tobacco cessation, pharmacotherapy, treatment considerations, and more. Consultations by phone or email available to help answer questions such as how to develop a comprehensive cessation strategy or how to support cessation in special populations. Classes offer continuing education units (CEUs).",,,,,,32.87705,-117.2305,RX-8250.8000,Tobacco Use Education/Prevention,211chico,,"To view or sign up for a available trainings, visit https://bit.ly/3hcBast.

Organizations interested in a phone or email consultation may contact Lesley C. Phillips at (858) 300-1051 or lcopeland@ucsd.edu."
211onedegr-20894_211onedegr-15808,211onedegr-2156,211onedegr-20894,211onedegr-15808,Lutheran Social Services - San Diego,Get Financial Literacy Services,Lutheran Social Services - San Diego,Lutheran Social Services - San Diego offers emergency services and social services to individuals and families.,The Payee Services program provides assistance with money management and financial literacy education.,4425 Bannock Ave.,San Diego,,CA,94227,32.83263,-117.1967,DM-2000,Financial Literacy Training,211onedegree,,Email for more information.
211onedegr-1119_211onedegr-19487,211onedegr-372,211onedegr-1119,211onedegr-19487,Operation Hope,Get Financial Counseling,Hope Inside Onewest Bank Escondido,Operation HOPE is a non-profit organization that provides financial literacy workshops to youth and adults.,"HOPE Financial Dignity Centers offer financial literacy workshops and one-on-one counseling on homeownership, mortgages, foreclosure, credit, small business, and more.","300 W. Grand Ave., Suite #100a",Escondido,,CA,92025,33.12038,-117.0846,DM-2000,Financial Literacy Training,211onedegree,,
211onedegr-16651_211onedegr-19487,211onedegr-372,211onedegr-16651,211onedegr-19487,Operation Hope,Get Financial Advice For Your Small Business,Hope Inside Onewest Bank Escondido,Operation HOPE is a non-profit organization that provides financial literacy workshops to youth and adults.,Operation HOPE provides a 12-week Entrepreneurship Training Program for those who wish to own their own small business.,"300 W. Grand Ave., Suite #100a",Escondido,,CA,92025,33.12038,-117.0846,PN-8100,Support Groups,211onedegree,,"Visit the link to find a location near you, and to see what programs are offered at that location."
211onedegr-8367_211onedegr-19487,211onedegr-372,211onedegr-8367,211onedegr-19487,Operation Hope,Get Help Improving Your Credit Score,Hope Inside Onewest Bank Escondido,Operation HOPE is a non-profit organization that provides financial literacy workshops to youth and adults.,Operation Hope offers free workshops on debt management and budgeting. The 700 Credit Score Communities program offers workshops on how to improve credit ratings by identifying specific debt and budgeting issues.,"300 W. Grand Ave., Suite #100a",Escondido,,CA,92025,33.12038,-117.0846,DM-6500,Personal Financial Counseling,211onedegree,,
211tularec-6015905,211tularec-6015903,211tularec-6015905,211tularec-6015905,California Smokers' Helpline,California Smokers Helpline ,California Smokers Helpline ,"Offers free telephone counseling, self-help materials, and online help in six languages to help you quit smoking. Helpline counselors are fluent in English, Spanish, Mandarin, Cantonese, Korean, and Vietnamese, the six most common languages in California.Speak with a Quit Coach via phone or chat, or access our self-help tools below.","Provides one-on-one smoking cessation and counseling, self-help materials, and free nicotine patches to qualified callers. Additionally, text notifications, online help & referral to local programs, and a mobile application are available.Speak with a Quit Coach via phone or chat, or access our self-help tools below.",9500 Gilman Drive,La Jolla,San Diego,CA,92093,32.8761,-117.2318,RX-8250.8000,Tobacco Use Education/Prevention,211tularecounty,,Call for information
211sofcali-54658615,211sofcali-43327904,211sofcali-43327905,211sofcali-43327906,Bilateral Safety Corridor Coalition (BSCC),Human Trafficking Hotline,Main Office ,"Nonprofit agency focused on telephone crisis intervention services for survivors of human trafficking. Preserves the well being of trafficked individuals through prevention, intervention, and education.",<p>Provides 24-hour hotline and an Emergency Response Team for human trafficking victims in need of immediate help. Offers a variety of services for child and adult victims of human trafficking. Services include:</p><ul>	<li>Mental health services</li>	<li>Immigration relief</li>	<li>Legal advocacy</li>	<li>Interpretation and translation services</li>	<li>Case management</li></ul>,"121 East 31 Street, Suite A",National City,San Diego,CA,91950,32.65669,-117.0977,"RP-1500.1400-300, RP-1400.8000-327, FN-1700.1300, BH-1800.1500-308","Human Trafficking Hotlines, Human Trafficking Counseling, Child Sexual Exploitation Reporting, Human Trafficking Shelters",211sofcalifornia,,Call for services
211kansasc-95270-35957,211kansasc-35956,211kansasc-95270,211kansasc-35957,Psycharmor Institute,Psycharmor Institute (SPECIALIZED INFORMATION AND REFERRAL),Psycharmor Institute,"PsychArmor Institute is a national nonprofit that provides free, online education and support to all Americans who work with, live with, or care for Service members, Veterans, and their families. PsychArmor recruits nationally recognized subject matter experts to create and deliver online courses on relevant issues related to Veterans and their families. Services include Continuing Education and Specialized Information and Referral.","The ""Helping You Help Veterans"" Support Center: Provides callers with referrals to vetted programs, services, and other resources and provides answers to any questions a civilian may have with regards to service members and veterans.","6215 Ferris Square, Suite 205",San Diego,San Diego,CA,92121,32.89111,-117.1832,TJ-3000.8000,Specialized Information and Referral,211kansascity,,Call (844) 779-2427 ext. 1 For Service
211sofcali-95452688,211sofcali-43328387,211sofcali-95410494,211sofcali-43328389,"University Of California, San Diego (UCSD)",Alertcalifornia,Online Resource,A public university providing college education and community services.,"<p>Provides a public safety program working to understand natural disasters and determine impacts on people and the environment.</p><p> More information:</p><p><a class=""e-rte-anchor"" href=""https://cameras.alertcalifornia.org/pos=37.2478_-119.0039_5"" title=""https://cameras.alertcalifornia.org/pos=37.2478_-119.0039_5"" target=""_blank"">Public live cameras, here</a></p>",Online Resource,,San Diego,CA,,32.85922,-117.25349,TH-1700.1800-250,General Disaster Preparedness Information,211sofcalifornia,,Visit website
211sofcali-81798552,211sofcali-43328387,211sofcali-43328388,211sofcali-43328389,"University Of California, San Diego (UCSD)",Kick It California,Online Resource,A public university providing college education and community services.,"<p>Offers a free statewide quit smoking service. Provides up to seven free sessions of individual telephone counseling if client is ready to quit now. A trained staff person will offer a choice of services, one-on-one telephone counseling, text messaging support, self-help materials such as nicotine patches for those who qualify, or referral list of other programs. Provides information to friends and family members of tobacco users.</p>",Online Resource,,San Diego,CA,,32.85922,-117.25349,"RX-8450.7900, RX-8470.8100, RX-8250.8000","Smoking/Vaping Cessation, Smoking/Vaping Cessation Support, Tobacco Use Education/Prevention",211sofcalifornia,,Call or text message
inlandempi-78920133,inlandempi-78920084,inlandempi-78920111,inlandempi-78920100,Voices For Children,Court Appointed Special Advocates,Voices For Children,Advocacy and volunteering for children in foster care,Speaks for and supports children in the foster care system to make sure the childs needs are being met.,2851 Meadow Lark Drive,San Diego,San Diego,CA,92123,32.79542,-117.1537,"PX-1850.2500, FT-3000.2100, FJ-2600","Guardians ad Litem Volunteer Opportunities, Foster Care Legal Services, Guardians ad Litem",inlandempireunitedway,,"Application, information session, interview, training and background screening required"
211orangec-71622548,211orangec-8630189,211orangec-17204138,211orangec-71615267,United States Department Of Veterans Affairs,Veterans Affairs Dependency And Indemnity Compensation ,San Diego Regional Office,"Federal government agency that provides health care, benefits, and services for United States veterans and their dependents.","Provides a tax-free monetary benefit for the surviving spouse, dependent child, or parent of a military service member who died in the line of duty, or from a service-related injury or illness.",8810 Rio San Diego Drive,San Diego,San Diego,CA,92108,32.777,-117.141,NS-8200.9000,Veteran Survivors Benefits,211orangecounty,,Visit website for more information
211northca-83260456,211northca-83260435,211northca-83260442,211northca-83260438,American Society For The Positive Care Of Children,American Society For The Positive Care Of Children,American Society For The Positive Care Of Children,,Offers an online resource library on parenting education.<br /><br />Also offers parenting apps.,Website Only,Carlsbad,San Diego,CA,92009,33.08727,-117.3126,PH-6100.6700,Parenting Materials,211northcarolina,,Visit website for more information on learning topics and apps.
211onedegr-9961_211onedegr-16545,211onedegr-2741,211onedegr-9961,211onedegr-16545,Foundation For Women Warriors (FORMERLY MILITARY WOMEN IN NEED),Get Childcare Assistance For Female Veterans,Foundation For Women Warriors - Carlsbad,"Foundation for Women Warriors (Formerly Military Women in Need) provides emergency housing, childcare assistance, professional development support, resource and referral services to female Veterans and their children.","Foundation for Women Warriors provides childcare stipends to student or working mothers of children ages 0-5 that allows them to place their children in childcare with any licensed provider of their choosing. Foundation for Women Warriors also provides stipends for summer, spring break, and winter break camps for children in grades 1-6.",2100 Palomar Airport Rd.,Carlsbad,,CA ,92011,33.12677,-117.2787,PH-2400.1500,Child Care Provider Referrals,211onedegree,,Visit the link to complete and submit an online inquiry form. A program coordinator will contact you within 24-48 hours of submitting the form.
211orlando-357141,211orlando-77411,211orlando-48390,211orlando-77412,Camp Hope America,Challenge By Choice,Camp Hope America,Non-profit organization providing therapeutic camps for children.,Program provides therapeutic day camps and mentoring services.,"501 West Broadway, Suite A650",San Diego,San Diego,CA,92101,32.715179,-117.167738,RP-1400.8000-020.15,Child Abuse Counseling,211orlando,,Visit website for information
211grassva-30602661,211grassva-30455109,211grassva-30602661,211grassva-30602661,Operation Homefront,Operation Homefront,Operation Homefront,"Builds strong, stable, and secure military families through emergency financial assistance, housing, and recurrent family support programs.","Builds strong, stable, and secure military families through emergency financial assistance,    housing, and recurrent family support programs.",2525 Camino Del Rio South #255,San Diego,San Diego,CA,92108,32.767791,-117.137437,"BH-3500.3400-900, BH-3500.3500, BV-8900, PX-0400.9500, PN-8100.4500-850, BD-1800.2250, BH-5000","Veteran Home Loans, Housing Down Payment Loans/Grants, Utility Assistance, Volunteer Recruitment/Coordination Volunteer Opportunities, Veteran Support Groups, Food Vouchers, Moving Services",211grassvalley,,Please see website at www.operationhomefront.net for application information.
211chico-48934,211chico-21081,211chico-9058,211chico-21082,Operation Homefront,Benefits Assistance,Operation Homefront,"A national nonprofit, that provides emergency and other financial assistance to the families of service members, veterans and wounded warriors.","Offers emergency financial assistance, family support and housing.",8318 Miramar Mall,San Diego,San Diego,CA,92121,32.879162,-117.183808,"FT-1000.2500, BH-3900.3100, NT-8900, FT-1000.9000","General Benefits and Services Assistance, Housing Search Assistance, Undesignated Temporary Financial Assistance, Veteran Benefits Assistance",211chico,,
211onedegr-12065_211onedegr-12016,211onedegr-3323,211onedegr-12065,211onedegr-12016,National Multiple Sclerosis Society,Get One-On-One Counseling For Individuals With Multiple Sclerosis,Pacific South Coast,The National Multiple Sclerosis Society offers programs and services to individuals with Multiple Sclerosis and their families.,"National Multiple Sclerosis Society offers one-on-one counseling for individuals with MS, or their families and friends to help identify available resources.","10089 Willow Creek Road, Suite 250",San Diego,,CA,92131,32.90091,-117.1096,RP-1400.2500,General Counseling Services,211onedegree,,Visit the link for more information about the different types of support available.
inlandempi-7428724,inlandempi-7422030,inlandempi-7425613,inlandempi-7423194,California Indian Legal Services,Legal Services,California Indian Legal Services,Legal representation on rights of Native Americans and Indian Tribes.,"Legal counsel to Native Americans on matters related to Federal and Indian law. Referrals for cases involving family, consumer and other areas of law.",609 South Escondido Boulevard,Escondido,San Diego,CA,92025,33.11548,-117.081,FT-5950,Native American/Tribal Law,inlandempireunitedway,,"Appointment is required, calls accepted"
inlandempi-76535926,inlandempi-73502117,inlandempi-73502118,inlandempi-73503402,Gogograndparent,Gogograndparent,Gogograndparent,Senior transportation company,24/7 senior ride service offering text alerts to loved ones.,5055 Sweetwater Road,Bonita,San Diego,CA,91902,32.67517,-117.0238,BT-4500.4500-710,Ride App Services,inlandempireunitedway,,"Phone application requiredStep 1:Call line and wait to hear ""Thanks for calling GoGoGrandparent""Step 2:PRESS 1 to immediately request a car to your homePRESS 2 to be picked up where we dropped you off lastPRESS 3, 4, or 5 to request a set pick up location  (once registered, please give us a call to set these up)PRESS 6 to order a ride with an operatorPRESS 0 to speak with an operator about scheduling rides in advance or additional support"
211grassva-4663870,211grassva-4660675,211grassva-4663870,211grassva-4663870,Aarp-American Association Of Retired Persons,Smart Driver - Aarp,Smart Driver - Aarp,"AARP is a nonprofit, nonpartisan, organization that helps people 50 and older improve the quality of their lives.","AAR[ offers the Smart Driver course, helping drivers aged 50+ become aware of and counteract changes that occur due to aging by adjusting driving habits. This self paced class is offered online. Upon completing the course, you may qualify for an automobile-insurance discount from your insurance company; please consult your insurance agent for information on insurance discounts.https://www.aarpdriversafety.org/_ga=2.36728096.1883652750.1592842653-434908482.1592842652",Online Course,,,CA,,33.15458,-117.33406,PL-7400.1900-500,Mature Driver Training,211grassvalley,,
211pensaco-1374-1104,211pensaco-12,211pensaco-1374,211pensaco-1104,Directory Of Hotlines,Identity Theft Resource Center Us Hotline,3625 Ruffin Rd.,A direct telephone line in constant operation that gives quick and direct access to a source of information or help.,"Provides free counseling to all victims and potential victims of identity theft, fraud, scams, and related subjects on what they can do should they fall victim to the crime of identity theft.The ITRC is a non-profit organization established to support victims of identity theft in resolving their cases, and to broaden public education and awareness in the understanding of identity theft, data breaches, cyber security, scams/fraud and privacy issues.","3625 Ruffin Road, Unit 204",San Diego,Usa,CA,92123,32.809416,-117.1185,FN-1500.2570,Identity Theft Prevention,211pensacola,,
211chico-48027,211chico-14891,211chico-8984,211chico-14892,Kick It Ca,Kickitca.Org,Kick It Ca,"Statewide organization offering free telephone counseling, self-help materials, and a texting program in six languages to help you quit smoking.",Provides a website designed to give visitors access to the information they need about smoking cessation. Offers specialized resources and trainings for health care providers and behavioral health professionals.,,,,,,32.87705,-117.2305,"TJ-6500.8500, TJ-1800.3300, RX-8450.7900, RX-8250.8000","Subject Specific Public Awareness/Education, Internet Information Resources, Smoking/Vaping Cessation, Tobacco Use Education/Prevention",211chico,,"The website can be accessed by language of choice using one of the links down below:

- English: https://kickitca.org/
- Spanish: https://kickitca.org/es
- Chinese: https://www.asiansmokersquitline.org/?lang=zh-hans or https://www.asiansmokersquitline.org/?lang=zh-hant
- Korean: https://www.asiansmokersquitline.org/?lang=ko
- Vietnamese: https://www.asiansmokersquitline.org/?lang=vi"
inlandempi-73499920,inlandempi-73496210,inlandempi-73498521,inlandempi-73497286,Jorgensen Law,Social Security Applications Assistance,Jorgensen Law,Legal assistance to individuals applying for Social Security benefits.,Assists individuals who have disabilites with their Social Security applications for Disability Insurance and Supplemental Security Income.,1831 Fourth Avenue,San Diego,San Diego,CA,92101,32.72453,-117.1609,"NS-1800.8000-800, NL-1000.8100-820, NL-1000.8100-800, NS-1800.8000-820","Social Security Disability Insurance Appeals/Complaints, SSI Applications, SSI Appeals/Complaints, Social Security Disability Insurance Applications",inlandempireunitedway,,Call for a screening and intake appointment. Online requests are available.
211orangec-94653704,211orangec-94653577,211orangec-94653636,211orangec-94653619,Al Otro Lado,Al Otro Lado,Al Otro Lado,An organization providing immigration legal services free of charge in the following categories: (1) Application Assistance - Naturalization; (2) Application Assistance - DACA; (3) Application Assistance - Affirmative Immigration Remedies; (5) Education and Outreach.,Provide immigration legal services free of charge in the following categories: (1) Application Assistance - Naturalization; (2) Application Assistance - DACA; (3) Application Assistance - Affirmative Immigration Remedies; (5) Education and Outreach.,"511 East San Ysidro Boulevard, #333",San Ysidro,San Diego,CA,92173,32.55006,-117.0359,FT-3600.1500,Comprehensive Immigration/Naturalization Services,211orangecounty,,Call for detailed information
211onedegr-511_211onedegr-17668,211onedegr-101,211onedegr-511,211onedegr-17668,California Lawyers For The Arts,Attend Workshops For Artists,Greater San Diego Area Office:,"California Lawyers for the Arts offers legal education workshops, representation, mediation, and dispute resolution to creative artists and independent inventors.","California Lawyers for the Arts offers workshops for artists on subjects including copyright, self-publishing and more.","1223 Cleveland Avenue, Suite 200",San Diego,,CA,92103,32.74888,-117.1526,TA-6800,Performing Arts Facilities,211onedegree,,"Visit the link to see the calendar of upcoming workshops and events, and to register for them online."
211sofcali-82070947,211sofcali-43328214,211sofcali-43328215,211sofcali-44897478,California Department Of Justice (DOJ),Office Of The Attorney General,San Diego Office,California state agency providing investigation and prosecution of criminal and civil cases.,Administers state legal services including investigation and prosecution of criminal and civil cases.,"600 West Broadway, Suite 1800",San Diego,San Diego,CA,92101,32.71638,-117.1687,FJ-6700.8100,State's Attorney,211sofcalifornia,,Call or visit website
211sofcali-82070932,211sofcali-43328214,211sofcali-43327990,211sofcali-44897478,California Department Of Justice (DOJ),Megan'S Law Registry And Notification,San Diego Office,California state agency providing investigation and prosecution of criminal and civil cases.,"Provides information about people required to register as sex offenders. Offers last reported address of registered offenders by zip code, city, and county.","600 West Broadway, Suite 1800",San Diego,San Diego,CA,92101,32.71638,-117.1687,FN-1500.6250-800,Sex Offender Registries/Community Notification,211sofcalifornia,,Call or visit website
211connect-17292022,211connect-17284583,211connect-17292020,211connect-17284584,Identity Theft Resource Center,Identity Theft Reporting,Identity Theft Resource Center,"Nationwide organization fights identity theft by providing information about the crime for the public, support to victims of identity theft and assistance to law enforcement agencies.","Assists victims of identity theft by providing information on steps to take after identity theft has occurred, including how to report identity theft to the credit reporting agencies, Equifax, Experian, and Trans Union, and law enforcement agencies.","2514 Jamacha Road, Suite 502-525",El Cajon,San Diego,CA,92019,32.7459,-116.9303,FN-1700.3200,Identity Theft Reporting/Recovery Programs,211connecticut,,Call or access the website
211connect-17292016,211connect-17284583,211connect-17292015,211connect-17284584,Identity Theft Resource Center,Identity Theft Prevention And Dealing With Identity Theft,Identity Theft Resource Center,"Nationwide organization fights identity theft by providing information about the crime for the public, support to victims of identity theft and assistance to law enforcement agencies.",Offers information on preventing identity theft and information on dealing with identity theft after it has occurred.,"2514 Jamacha Road, Suite 502-525",El Cajon,San Diego,CA,92019,32.7459,-116.9303,"FN-1500.2050, DD-1800","Fraud Prevention, Consumer Education",211connecticut,,Call or visit website for more information
211portlan-117807,211portlan-19093,211portlan-14636,211portlan-19094,Identity Theft Resource Center,Identity Theft Resource Center,Identity Theft Resource Center,Provides advice and information to victims of identity theft,"Provides information, advice, and resources in regard to the topic of identity and cybercrimes. Examples of assistance provided may include assistance in filing police reports, determining what information scammers may have, filing reports with the Federal Trade Commission (FTC), notifying financial institutions, and document recovery, among other services.",,,,,,32.78218,-116.908,"FN-1700.3200, FN-1500.2570","Identity Theft Reporting/Recovery Programs, Identity Theft Prevention",211portland,,"Visit website, call, or email for information"
211madison-46219-26870,211madison-15414,211madison-46219,211madison-26870,Identity Theft Resource Center,Identity Theft Services,Identity Theft Resource Center,Identity Theft Resource Center (ITRC) is a nonprofit organization providing free assistance to victims and consumers with identity crimes including identity theft and cybercrime.,"The Identity Theft Resource Center (ITRC) supports victims of identity theft in resolving their cases and brings awareness by providing education on topics such as identity theft, data breaches, cybersecurity, scams/fraud, and privacy issues. ITRC provides free assistance to victims and consumers with identity crimes, identity theft, cybercrime, how to freeze credit, and how to gather documents.","2514 Jamacha Road, Suite 502-525",El Cajon,San Diego,CA,92019,32.7459,-116.9303,"FN-1700.3200, FN-1500.2570","Identity Theft Reporting/Recovery Programs, Identity Theft Prevention",211madison,,Call or visit the website for more information.
211akron-218070,211akron-SUMM92182,211akron-48479,211akron-92183,Identity Theft Resource Center,Itrc Victim Assistance Center,Identity Theft Resource Center,"Provides free public education about identity theft and related issues as well as consumers and victim support. Offers online resources including prevention tips, videos, scam alerts, and consumer guides. Provides information, referrals, support, and guidance to victims of identity theft throughout the process of recovering their identity.","Provides information, referrals, support, and guidance to victims of identity theft throughout the process of recovering their identity. Advises governmental agencies, legislators, law enforcement, and businesses about issues regarding identity theft.","2514 Jamacha Road, Suite 502-525",El Cajon,San Diego,CA,92019,32.7459,-116.9303,FN-1700.3200,Identity Theft Reporting/Recovery Programs,211akron,,"Call, text, or live chat via website for more information."
211sofcali-62556408,211sofcali-62556344,211sofcali-62556371,211sofcali-62556365,Identity Theft Resource Center,Victim/Consumer Direct Assistance ,Main Office ,"Nonprofit organization focused on broadening public education and awareness in the understanding of identity theft, data breaches, cybersecurity, scams/fraud, and privacy issues.<br />",Provides assistance to individuals impacted by identity theft or concerned about identity theft issues such as:<ul>	<li>Scams/fraud</li>	<li>Data breaches</li>	<li>Privacy issues</li>	<li>Cyber security </li></ul>,"2514 Jamacha Road, Suite 502-525",El Cajon,San Diego,CA,92019,32.745988,-116.930081,"FN-1500.2570, FN-1700.3200","Identity Theft Prevention, Identity Theft Reporting/Recovery Programs",211sofcalifornia,,Call or visit website. 
211orangec-71615269,211orangec-8630189,211orangec-8636622,211orangec-71615267,United States Department Of Veterans Affairs,Regional Benefits Administration,San Diego Regional Office,"Federal government agency that provides health care, benefits, and services for United States veterans and their dependents.","Offers information on benefits, claims, information and assistance for Veterans, Service members, their families, and survivors.",8810 Rio San Diego Drive,San Diego,San Diego,CA,92108,32.777,-117.141,FT-1000.9000,Veteran Benefits Assistance,211orangecounty,,"Telephone, Email, or Schedule a virtual appointment online"
211boise-13728-3403,211boise-210,211boise-13728,211boise-3403,National Hotlines,Consumer Safety Standards,Identity Theft Resource Center,Consolidating Agency.  Any national hotline number or program.,"Provide best-in-class victim assistance at no charge to consumers throughout the United StatesEducate consumers, corporations, government agencies, and other organizations on best practices for fraud and identity theft detection, reduction and mitigationServe as a relevant national resource on consumer issues related to cybersecurity, data breaches, social media, fraud, scams and other issues.",9672 Via Excelencia,San Diego,,CA,92126,32.898356,-117.1183,DF-8000.1600,Consumer Safety Standards,211boise,,
211lasvega-50025395,211lasvega-50016980,211lasvega-50022197,211lasvega-50018862,Suicide Org,Suicide Prevention Line,Suicide Org-National,Suicide Prevention.,National suicide prevention hotline for individuals experiencing thoughts of suicide who are not in immediate danger.,122 I Street,Chula Vista,San Diego,CA,91910,32.63273,-117.0686,RP-1500.1400-800,Suicide Prevention Hotlines,211lasvegas,,Call or visit website.
